text,label
"In 2012, photographer Matika Wilbur sold everything in her Seattle apartment and hit the road on a cross-country journey.
Her goal ? To photograph individuals from each of the 562 federally recognized Native American tribes in the United States and memorialize their stories.
Since then, the number of federally recognized tribes has risen to 566, and Wilbur is still crisscrossing the country, immersing herself in the worlds of Native Americans from Brooklyn to the far reaches of Alaska for her ongoing photo series, Project 562.
 Stereotypes in the media reduce Indian country to the Plains Indian in a headdress, said scholar Adrienne Keene, a member of the Cherokee Nation of Oklahoma whom Wilbur photographed for the series. -LRB- Project 562 -RRB- gives people an opportunity to see the diversity in Indian country and reframe what they think of when they think of Native Americans. 
A selection of photos from Project 562 is on display at the Tacoma Art Museum in Washington through October 5, with audio from Wilbur's conversations with her subjects.
Fans of the series say its timing could not be better. With mainstream America showing more support for efforts to end appropriation of Native American imagery in sports and fashion, they say Project 562 provides positive examples to fill the void.
 Having these counter-narratives and counter-representations to the stereotypes and negative portrayals we see in the media every day is really important for helping people understand contemporary Native Americans, said Keene.
The project is also building relationships in Indian country, cultivating bonds among Wilbur, the participants and also connecting them to elite institutions like the Tacoma Art Museum, Keene said.
 What she's doing is not just photographing. She's building relationships and bonds that are going to last far beyond the physical photographs. 
Native American designers fight cultural caricatures
` The project is for the people '
Wilbur, whose first name means the messenger, said the images allow Americans to see a diverse representation of a group they rarely see and hear from. They also highlight positive role models in Indian country for the next generation.
 The project is for the people, not just native people but everyone, Wilbur said. I think that there are truths that remain untold and we can really learn a lot from one another. Hopefully it can inspire the next generation to seek that authenticity. 
Questions around Native American identity are central to Project 562. Wilbur asks each person 15 questions about their family history, self-determination, sovereignty and the future. Then she asks her subjects how and where they would like to be photographed and takes their portrait. Some wear traditional regalia and pose in sites relevant to their tribe's history. Others stand on their porches in T-shirts and jeans, or on the roofs of buildings. Letting them decide is central to the project, Wilbur said.
Participating in Project 562 was an opportunity for Keene to reflect on what being a contemporary Native American meant to her.
Wilbur and Keene knew each other before Project 562 through their efforts in a larger movement in Indian country to change negative perceptions of Native Americans. Keene, a Harvard-educated post-doctoral researcher at Brown University focusing on Native access to higher education, deconstructs stereotypes of Native Americans on her blog, Native Appropriations. Like Keene, Wilbur left Indian country to pursue higher education and spent part of her career in fashion photography before turning her camera on indigenous communities in South America and the United States.
Taking Native American fashion Beyond Buckskin '
The two met in Keene's apartment in downtown Phoenix in January, when Keene was writing her dissertation as a predoctoral fellow at Arizona State University. Keene told Wilbur about how her Cherokee ancestors were forced from their ancestral lands in western North Carolina to Oklahoma. They lived in Oklahoma until they were displaced by the construction of a river.
It was not until Keene was working on her dissertation at Harvard that she visited her ancestral land in North Carolina for the first time. She said it was a powerful experience she 'll never forget.
 We talked about how to me, being a real Cherokee means I can go to those places and feel a connection with the land and know my ancestors stood there thousands of years ago, she said. This is something that runs through me, and that connection makes me a real Cherokee person, being able to say that with full authority and full knowledge. I had n't felt it until I was there. 
Creating a legacy for Native youth
The concept of identity is fluid from person to person and generation to generation, Wilbur said. Some Native Americans lost their language and traditions through assimilation in American Indian boarding schools. Others are fighting for federal recognition of their tribes under the vast regulatory criteria of the U.S. Department of the Interior's Bureau of Indian Affairs. The project has prompted her to ponder what being a Native American will mean for future generations.
Code talker Chester Nez and the tragic history of native language
 I 've recently come to recognize that it really is about the actions, the way we choose to live our lives on a daily basis, is -LRB- what's -RRB- really going to control the outcome of what happens to our people, Wilbur explained.
She has high hopes for Project 562's legacy. This year, a second Kickstarter campaign surpassed her $54,000 goal, to raise more than $213,000. She's using the money to continue traveling and plan the next iteration of Project 562 as books, websites, maybe even educational materials.
 The life we live is for the people, Wilbur said. That's what I was raised for, to find my gift and share it with the community. 
",C1
"Best Body Fitness
About us
You don't want just a gym membership. You want a membership that means something. And that means you need support, expert help and a community.
Best Body Fitness isn't just a gym: it's a full-service fitness membership made for you.
Here's how it works:
STEP ONE: Your assessment
We begin with an assessment session. This is a chance for you to see what we do at Best Body. Our assessment plans are no-cost and no-risk. We'll also make a training plan specifically for you.
STEP TWO: Your training
When you decide to become a Best Body member, we show you what to do, how to do it and why you are doing it. After a few sessions with an expert private trainer you will feel comfortable working out on your own. But don't worry, we'll always be nearby if you have questions.
STEP THREE: Your membership
Membership works on a month-to-month basis. There are no sign-up fees and no cancellation fees. Start and stop whenever you want. And the best part? Our fees are the most competitive in the whole downtown area.
STEP FOUR: Your community
At Best Body Fitness, we see everyone as part of a big team. And when you work with a team, you can do great things. Join any of our specialised classes, led by expert instructors. Come to our nutrition classes. Participate in our regular social events. Everything is included in your fee.
Finally, we wanted to share with you some reasons why our members say that they have chosen us over any other fitness centre in the city.
It's so EASY
Easy to start, stop, cancel or refund a membership
Easy to access – we're open 24/7, we never close
Easy to do exercise – we have lots of equipment, no long wait
Easy results – our trainers and equipment give you success, fast
Easy to find – in the centre of town, near public transport and with parking
It's WONDERFUL
Wonderful members
Wonderful trainers and staff
Wonderful equipment
Wonderful energy
Wonderful location
Come and visit us for a personal tour!",B1
"Arsenal striker Eduardo has been ruled out for two weeks with a hamstring injury just days after returning from a broken leg.
Eduardo sinks to his knees after opening the scoring on his Arsenal first team comeback on Monday.
The Croatian international only made his comeback after a year out in Monday's FA Cup fourth-round victory against Cardiff.
The 25-year-old marked his return with two goals in the 4-0 success at the Emirates Stadium, but his latest setback is not described as serious.
Manager Arsene Wenger told Arsenal TV Online: Eduardo is out for two weeks. He picked up a hamstring injury two minutes before I took him off. What a nightmare.
 Nobody knows how it happened but I knew straight away after the game it would be a two-week job. It is nothing like he had before but I do know that little setbacks like this are part of being nine months out.
 After that long out nobody plays six months on the trot. It is impossible. But at the same time it is a blow because, of course, he can score goals. He had shown that on Monday night. 
",A2
"﻿Noise emanating from passing ships may disturb animals such as killer whales and dolphins far more than previously thought, with new research showing that the animals’ communication and ability to find prey could be hampered by the underwater din. The low rumble of passing ships has long been connected to the disturbance of large whales. But, US researchers have documented persistent noise also occurring at medium and higher frequencies, including at 20,000Hz where killer whales, also known as orcas, hear best. 
These noise disturbances could be hindering the ability of killer whales to communicate and echolocate – the process of using sound to bounce off objects such as prey and identify where they are. Dolphins and porpoises, which also operate at higher frequencies, may be suffering the same problems. The findings suggest that the noise could well affect the endangered population of killer whales that are found near the shipping lanes. A population of just 84 killer whales forage up the US west coast and into Puget Sound. 
“The main concern relating to this is that even a slight increase in sound may make echolocation more difficult for whales,” said Scott Veirs of Beamreach, who led the research. “That’s worrying because their prey, chinook salmon, is already quite scarce. Hearing a click off a salmon is probably one of the most challenging things a killer whale does. Hearing that subtle click is harder if there’s a lot of noise around you.” 
The researchers used underwater microphones to measure the noise created by about 1,600 individual ships as they passed through Haro Strait, in Washington State. The two-year study captured the sounds made by 12 different types of vessel, including cruise ships, container ships and military vehicles, that passed through the strait about 20 times a day. 
Some ships are quieter than others but the average intensity of noise next to all the ships was 173 underwater decibels, equivalent to 111 decibels through the air – about the sound of a loud rock concert. Whales are not usually located right next to ships and so would be subjected to noise of about 60 to 90 decibels – around the level of a lawnmower or a vacuum cleaner. 
Veirs said scientists have already identified the impact of underwater noise upon baleen whales – a class of fauna containing the largest animals on Earth. But, the new research underlines the threat posed to smaller whales, dolphins and porpoises. “Ships have been thought of as low- frequency sources of noise, like the rumbling of lorries or trains,” he said. “Most noise is at that low frequency but the background noise of the ocean is raised even in the high frequencies. This could be causing a significant problem that we need to look into more.” 
There are several knock-on consequences of a noisy marine environment. Whales may have to group together more closely in order to hear each other. And, should they fail to find prey as effectively, they will need to use up their stores of excess blubber. This is problematic as this blubber often contains manmade pollutants that are toxic to whales if released fully into their systems. 
Veirs said more work needs to be done to identify how badly the noise is affecting whales and also to quieten the ships that pass near the cetaceans. “It should be easy to reduce noise pollution,” he said. “Military ships are quite a bit quieter and there could be straightforward ways of transferring that technology to the commercial fleet. Another way to reduce noise is to slow down. Decreasing speed by six knots could decrease noise intensity by half.” 
While the fortunes of some whale species, such as humpbacks and blue whales, the largest mammal on Earth, have improved as whaling has declined, others are still under threat from a range of factors. The US federal government has recently protected nearly 40,000 square miles of the Atlantic in an attempt to avoid losing the critically endangered North Atlantic right whale, a species with just 500 individuals left. 
In Europe, killer whales are carrying dangerously high levels of banned polychlorinated biphenyl (PCB) chemicals in their blubber. Scientists are still trying to determine whether pollutants caused the deaths of five sperm whales that became stranded on the east coast of Britain in January 2016. Meanwhile, around the coast of Australia, whales face an increased threat from ship strikes and oil and gas drilling, as well as Japan’s recent pledge to resume whaling in Antarctic waters.
",C1
"﻿The International Monetary Fund (IMF) has appealed to Washington to sort out its finances after the US pulled back from the brink of a debt default and hundreds of thousands of federal employees returned to work after a 16-day government shutdown. 
As the US President, Barack Obama, warned “We’ve got to get out of the habit of governing by crisis,” the IMF’s managing director, Christine Lagarde, appealed for more stability. 
“It will be essential to reduce uncertainty surrounding the conduct of fiscal policy by raising the debt limit in a more durable manner,” she said. 
“We also continue to encourage the US to approve a budget for 2014 and replace the sequester with gradually phased-in measures that would not harm the recovery, and to adopt a balanced and comprehensive medium-term fiscal plan.” 
A Senate-drafted peace deal that contained almost no concessions to the conservatives who had driven the country to the precipice of a new financial crisis was passed by the Republican-dominated House of Representatives just hours before a deadline to extend the US debt limit was to pass. 
The World Bank, too, expressed its relief that the global economy had “dodged a potential catastrophe ”, with its president, Jim Yong Kim, urging policymakers in all countries to “continue to focus on crafting and implementing policies that promote economic growth and boost jobs and opportunity for all ”. 
Stock markets in Japan, China, Hong Kong and South Korea initially reflected relief after the Republicans finally capitulated in their failed attempt to undermine Obama’s healthcare reforms. But, in Asia and Europe, stock markets overall displayed a muted reaction, with traders apparently expecting another battle in Washington early in 2014. 
The shutdown is estimated to have cost the US $24bn, according to the ratings agency Standard & Poor’s. China’s official Xinhua News Agency had accused Washington of jeopardizing other countries’ dollar assets. China is the US government’s largest creditor. 
Obama signed the necessary legislation to fend off a default shortly after midnight on Thursday after a Republican split in the House of Representatives. The bill had passed easily with broad bipartisan support in the Senate, where Democratic and Republican leaders forged the agreement. It offers a temporary fix, funding the government until 15 January and raising the debt ceiling until 7 February. 
But the president made clear he did not expect another bitter budget fight and shutdown in 2014. 
In brief remarks at the White House shortly before the House vote, Obama said he hoped the deal would “lift the cloud of uncertainty” that had hung over the country in recent weeks. 
“Once this agreement arrives on my desk, I will sign it immediately,” he said, in a statement delivered at the White House. “Hopefully, next time it won’t be in the eleventh hour. We’ve got to get out of the habit of governing by crisis.” 
As he left the lectern after his Wednesday night press briefing, the president was asked by a journalist whether the crisis would happen all over again in a few months. Speaking over his shoulder, Obama replied, “No.” 
Earlier, the Republican senator Mike Lee had struck a defiant tone, perhaps indicating more trouble ahead: “The media keeps asking: 'Was it worth it?' My answer is, it is always worth it to do the right thing.” He added: “This is not over.” 
However, the political deal was one of the worst of all possible outcomes for Republicans. None of their stated goals was achieved and polls showed that voters overwhelmingly blamed them for the crisis.  
",C2
"Crunchy, full of protein and to be found under a rock near you. Insects have long been overlooked as food in all but a handful of places around the world – but now they are crawling closer and closer to our plates. Spring 2013 will see a drive towards removing the yuck factor and putting insects not just on experimental gastronomic menus but also on supermarket shelves. 
In April, there will be a festival in London, Pestival 2013 – a Wellcome Trust-backed insect appreciation event where the consumption of creepy-crawlies comes high on the agenda. It will feature a two-day “pop-up ” restaurant by the Nordic Food Lab, the Scandinavian team behind the Danish restaurant Noma, which brought ants to the table for a sellout ten-day run at Claridge’s hotel in Mayfair in 2012. 
Noma has been named the world’s best restaurant by Restaurant magazine for three years running. Its chef, René Redzepi, says that ants taste like lemon, and a purée of fermented grasshoppers and moth larvae tastes like a strong fish sauce. Bee larvae make a sweet mayonnaise used in place of eggs and scientists are constantly coming up with new ways to use little creatures. 
In March, a BBC documentary will feature food writer Stefan Gates searching out and eating deep-fried locusts and barbecued tarantulas. But, behind all the gimmicks and jokes about flies in the soup there is a deeply serious message. Many experts believe there is a clear environmental benefit to humans eating creepy-crawlies. 
The UN’s Food and Agriculture Organization (FAO) has been funding projects since 2011 aimed at promoting the eating and farming of insects in south-east Asia and Africa, where an estimated two billion people already eat insects and caterpillar larvae as a regular part of their diet. In 2012, the FAO published a list of 1,909 edible species of insect and, with sponsorship from the Dutch government plans a major international conference on “this valuable food source” in 2013. 
Insects are plentiful – globally, for every human there are 40 tonnes of insects – so there is not too much chance of them being endangered, and they are unlikely to have been dosed with chemicals. “I know it’s taboo to eat bugs in the western world, but why not?”, Redzepi has said. “You go to south-east Asia and this is a common thing. You read about it from all over the world, that people are eating bugs. If you like mushrooms, you’ve eaten so many worms you cannot imagine. But also we eat honey, and honey is the vomit of a bee. Think of that next time you pour it into your tea.” 
He said that the basic premise behind Nordic Food Lab was: “Nothing is not edible.” Insects are critical to life on Earth and, with more than a million species, are the most diverse group of creatures on the planet, yet they are misunderstood, hated and often put to death by humans just because they are there. 
Over the next 30 years, the planet’s human population will increase to nine billion. Already one billion people do not get enough food. The increase will mean more pressure on agricultural land, water, forests, fisheries and biodiversity resources, as well as nutrients and energy supplies. 
The cost of meat is rising, not just in terms of hard cash but also in terms of the amount of rainforest that is destroyed for grazing or to grow feedstuff for cattle. There is also the issue of methane excreted by cows. The livestock farming contribution, in terms of greenhouse gas emissions, is enormous – 35% of the planet’s methane, 65% of its nitrous oxide and 9% of the carbon dioxide. 
Edible insects emit fewer gases, contain high-quality protein, vitamins and amino acids, and have a high food-conversion rate, needing a quarter of the food intake of sheep, and half of pigs and chickens, to produce the same amount of protein. They emit fewer greenhouse gases and less ammonia than cows and can be grown on organic waste. China is already successfully setting up huge maggot farms. Zimbabwe has a thriving mapone caterpillar industry and Laos was given nearly $500,000 by the FAO to develop an insect-harvesting project. It’s already big business in the UK, though not always official: a man was recently detained by Gatwick customs as he stepped off a flight from Burkina Faso with 94 kilos of mapone, worth nearly £40,000, in his luggage.  
A study by FoodServiceWarehouse.com suggested that swapping pork and beef for crickets and locusts could help to reduce greenhouse gas emissions by as much as 95%. But perhaps the fairest thing about eating worms and insects comes when we are dead – then they get a chance to nibble their own back. 
",C1
"Sean Edwards, one of Britain's most promising racing drivers, has been killed in a crash at the Queensland Raceway in Australia.
Edwards, 26, was the son of former Formula One driver Guy Edwards and played the role of his father in the recently-released movie Rush.
Edwards was leading the driverschampionship in the 2013 Porsche Mobil 1 Supercup season and was taking part in a private training session for young drivers.
The accident occurred when the Porsche 966 car in which he was traveling in as a passenger smashed into a tire barrier.
Guy Edwards was one of three drivers who famously pulled Niki Lauda out of his car before it burst into flames following a crash at the Nurburgring during the 1976 German Grand Prix.
His son had followed him into racing and was highly rated.
Condolences
 Our thoughts are with his family and we want to express our deepest condolences to his relatives, said Hartmut Kristen, Head of Motorsport at Porsche.
Inspector Dave Preston, from Queensland Police, said emergency services had struggled to get Edwards out of the damaged vehicles.
 The fire and rescue had to do extensive work in relation to extracting and opening the vehicle up sufficiently to remove him, he was trapped for some time, he told reporters.
 When I last went down there and he was being removed he -LSB- the driver -RSB- was awake and aware of what was going on around him. 
Edwards began his career in Formula Ford 10 years ago before going on to compete in the Formula Renault UK and British GT.
He won the FIA GT3 Championship in 2006 before making the move to the Porsche Supercup competition in 2008.
Shocking
David Coulthard, the former Formula One driver, took to Twitter to extend his condolences.
He wrote: Shocking news about Sean Edwards passing, top man and super talented racer, condolences to his nearest and dearest. 
The Motor Sports Association -LRB- MSA -RRB- also offered its best wishes to the family, saying it was shocked and saddened by the news.
` Sean was a hugely promising young racer who came through the junior formulas in Britain, before making a career in international sports car racing, read the statement.
 He is leading the 2013 Porsche Supercup championship and had won both the Nurburgring and Dubai 24 Hours this year.
 The MSA extends its deepest sympathies to Sean's family, friends and fans at this difficult time. 
",B2
"Paul Martin didn't like going to his family reunion. He didn't know most of them, and he didn't even like the people he did know. Paul had always been a loner. He liked doing things alone; he went to the movies alone; he went to concerts alone; he liked to go eat alone. So, at the family reunion, it was no surprise to see that Paul was sitting alone at a table where no one was sitting at. Occasionally, an aunt or uncle of his would come up to say hello, but none of his cousins ever said hello to him. Paul was fine with it; he didn't care, because he didn't like talking to them, either.
 
During his last family reunion, Paul decided to play a trick on his cousins. His cousins had been playing Nintendo in his uncle's room. Paul knew how to turn off all the power in the house. He locked the door to his uncle's room, and then went to turn off the power. When all the lights turned off, he could hear his cousins begin to yell. They were upset because the game was going really well.
When his cousins tried to leave, they realized that the door was locked. They began to yell for help, and Paul started laughing. All of his aunts and uncles were outside enjoying the party, so no one could hear the yells. Paul went back outside and sat down at a table. He was still laughing. An hour passed, and his aunt started looking for her son. When Paul's cousins were finally set free from the room, they started looking for Paul, because they knew he had locked them in there. Paul wasn't worried; he knew they wouldn't do anything. He looked at them, laughed, and then went back to listen to music. The cousins sat down, and got something to eat. They were all mad at Paul.",A2
"University accommodation preference form
First name	Lucy
Surname	Watts
Student number	S4085301
Gender	female  
Date of birth	25/07/2000
Nationality	British
Email address	lucyhelenwatts@example.com
Phone	0123 456 789
What type of accommodation would you prefer?
Single room with bathroom ✔
Single room with shared bathroom (with two or more other students)
Shared room (with one other student)
Family flat (adults __  children __)
Which location would you prefer?
On-campus ✔
Off-campus
Are you a smoker?
Yes
No ✔
Do you have any health needs that affect your housing request?
Yes ✔   (If yes, a university officer will contact you for more information.)
No
Please list your interests and hobbies, for example sport, music or other social interests.  You can also say if you prefer to stay up late as this information may be useful when we are allocating rooms. Please note that we cannot guarantee we will be able to offer accommodation to match your preferences.
I played football for my sixth-form school and I am hoping to join a university team. I'm a morning person and I get up early to train and go to the gym. So I would prefer to share with other people who don't like late nights either! Also I am vegetarian and, if possible, I would prefer to share a kitchen with other non-meat eaters.",A2
"Brian sat down for dinner. He sat down in the chair. He sat down at the table. He looked at his white plate. He looked at his silver fork. He looked at his silver spoon. His dad said, ""Pass me your plate, Brian."" His dad put white rice on the plate. His dad put yellow corn on the plate. His dad put green peas on the plate. He gave the plate back to Brian. ""This looks delicious,"" Brian said. ""It is delicious,"" his dad said. Brian wondered why corn was yellow. He wondered why peas were green. He wondered if there were yellow peas and green corn.",A1
"She was angry. She was angry with her brother. Her brother didn't help her. She needed to borrow $1,000. She had asked her brother to lend her $1,000. He said no. Her brother said he didn't have $1,000. Her brother was lying. Her brother had $10,000. He had ten times $1,000. Why did he lie to her? Why didn't he tell her the truth? Why didn't he lend her $1,000? She said, ""I know you have $10,000. All I want is $1,000. I will pay you back next year. You will get your money back next year."" He said no. He said people shouldn't borrow money. He said people shouldn't lend money. ""But I'm not 'people,'"" she said. ""I'm your sister!""",A1
"﻿There are eyes on you, behind the bright lights and mirrored panels. Pick up a boot and a camera will make sure you don’t slip it into your bag. Enter a department store and you will be watched. But new technology is leading retailers to grow a different set of eyes – less focused on shoplifting and more interested in your age, sex, size, head, shoulders, knees and toes. 
A few months ago, IT firm Computer Sciences Corporation (CSC) produced a report that claimed around 30% of retailers use facial recognition technology to track customers in-store. Facial recognition is a technology that can identify people by analysing and comparing facial features from a database, using devices such as Intel RealSense cameras, which are able to analyse everything from particular expressions to the clothing brands someone is wearing. 
Joe Jensen, of Intel’s Retail Solutions Division, says that the aim of bringing RealSense technology into shops is not to create databases of specific people’s lives but rather to build generalized models of people’s lifestyles and shopping habits. “It’s not so much that you need to know a particular customer. It’s that you need to know that this shopper has these characteristics and, in the past, that when those characteristics are present, this is what a person tends to do.” 
If you combine recognition technology with databases of previous customer patterns, you can start to predict a lot about what a person may or may not do in a shop. If, say, there’s a size-10 woman wearing a gold necklace walking quickly towards the sock aisle, you can use that data to predict she wants to, well, buy socks. That could allow a retailer to automatically put targeted ads on screens aimed specifically at that person. If she looks like the type of person who wants to buy socks, they will show her adverts for socks. 
If it sounds familiar, it’s because the online world has been using techniques like these for years. 
If you search for something on Amazon, you’ll be hounded by targeted banners for similar products on other sites. Express a vague interest in canoeing and you’ll get ads for canoes wherever you go. Yet bringing these systems into the physical world isn’t a simple case of copy and paste. It turns out that people do not react to cameras in the same way as they do to browser cookies. 
Hoxton Analytics, a London-based team of data scientists, has developed a technology that makes use of machine learning and artificial intelligence to categorize people based on the shoes they are wearing. By analysing the style and size of people’s footwear as they walk past the sensor, the system can identify a customer’s gender with between 75 and 80% accuracy. 
Owen McCormack, Hoxton Analytics CEO, says that the focus of the system came about in part as a reaction to facial recognition. “My idea was, why don’t we simply consider the clothes someone’s wearing to understand demographics?” he said. “If I just showed you a shot of someone’s body you could probably tell me what gender they are. However, it turns out pointing a camera at someone’s chest or hips feels just as creepy as facial recognition. The idea was – what about people’s shoes?” 
The word “creepy” comes up a lot during discussions of in-store tracking. For retailers and data scientists, the aim is to find a way of obtaining information without coming across as intrusive. 
For Hoxton Analytics and the retailers using the technology, the answer is to look downwards. This tactic of avoiding the face and staring at shoes says a lot about how we, as physical beings, react to being watched. It suggests there are boundaries that do not exist on the internet. Set sights on our torsos and we feel invaded. But is making calculated judgments about a person based on their footwear actually any less invasive? 
For McCormack, the argument hinges on the fact that personally identifiable information isn’t being collected. “Right now, shops are doing lots of incredibly invasive things but we just don’t know about it. The angle Hoxton Analytics is taking on that whole thing is, well, if you know someone’s a male or a female, then your advertising will be much more efficient. If you know that everyone in your shop right now is a male, you’ll be advertising PlayStations not hairdryers.” 
Keep it hidden and invisible monitoring lets shops optimize their output while keeping the customer unaware. Put adaptable monitors and targeted advertising into the mix, however, and it becomes harder to hide the fact that a machine is watching you. The argument from the retailers is that they do this to provide a personal shopping experience but it remains a grey area. It still feels creepy. 
From the perspective of retailers, it’s understandable that physical shops want some of the information online outlets collect. We allow this to happen online so why not offline? The thresholds of a shopping centre are different from those between websites and, when you can wander freely from one place to another without a pop-up asking you to accept cookies, the rules of consent change. 
Then again, for a generation growing up with online first, physical shop second, the modes of online play may not be quite so invasive. In the CSC report, a survey indicated that while 72% of respondents aged 55 and over said they were very uncomfortable with these types of technologies being used in physical shops, only 51% of 16-24 year olds said the same. 
Does this relative openness stem from a greater familiarity with digital technology or a blind belief in the goodwill of omnipresent organizations offering free services? Is the creepiness of a technology an unvarying, instinctive certainty or does it ebb and flow with degrees of social acceptance? Whatever the case, there are a growing number of eyes between the shelves and they care a lot about what you’re wearing.
",C1
"The de facto president of Honduras denied Wednesday that his government turned off the power at the embassy where deposed President Jose Manual Zelaya surprisingly reappeared this week, and said that the people inside were free to come and go.
A soldier takes a picture Wednesday of the Brazilian Embassy in Tegucigalpa, Honduras.
Honduran forces also will not enter the Brazilian embassy, where Zelaya has been housed since Monday, de facto President Roberto Micheletti said in an interview with CNN en Español.
But these developments do not spare Zelaya, who was ousted in a June 28 coup, from being arrested and facing charges for violating the constitution if he leaves the safe haven of the embassy, Micheletti said.
 President Zelaya should present himself before the tribunals of justice in our country where he has charges against him, Micheletti said.
The de facto president challenged versions of events surrounding Zelaya's return.
Despite local reports citing police officials that authorities turned off the power to the embassy and surrounding area ostensibly to discourage looting, Micheletti said that a congregation of pro-Zelaya protesters at the embassy short-circuited the power themselves.
As of Wednesday, power was restored to the building, Micheletti said.
A nationwide curfew was lifted Wednesday, but a security cordon remained in the area around the embassy.
Micheletti said that the police were there because the people inside the embassy requested the protection, and said, We are not impeding the exit nor the entrance of absolutely anybody. 
Zelaya's announced return has re-ignited a stand-off between the two disputed leaders of Honduras. Brazil now finds itself involved because of its embassy.
Brazil wants an emergency United Nations Security Council meeting to discuss the situation, the official Brazilian news agency reported.
In another development, Micheletti said he is willing to meet anywhere with ousted President Jose Manuel Zelaya as long as Zelaya agrees to abide by presidential elections scheduled for November 29. But the de facto leader said in a statement read by his foreign minister Tuesday that his offer to talk with Zelaya does not nullify an arrest warrant issued against the ousted president by the nation's Supreme Court.
 I think that what the whole world should understand about this country is that there is no immunity for anyone -- for anyone, Micheletti told CNN en Español. And, no one can be above the law. 
Micheletti's willingness to engage Zelaya seemed to be a reversal of his position. On Tuesday, he had said in an interview with local network Televicentro that Zelaya's sudden appearance would not revive negotiations to have him return to power.
The United States and Brazil have said they support dialogue between the two sides, centered on the San Jose Accord, an agreement negotiated by Costa Rican President Oscar Arias. That deal calls for Zelaya to be restored to power.
The Brazilian request for a Security Council meeting came after the Honduran government isolated the embassy by cutting water, power and phone lines to the building, U.S. State Department spokesman Ian Kelly confirmed to reporters Tuesday in Washington.
This was the same action that Micheletti denied Wednesday.
Micheletti said that other nations have not given his government a fair hearing of its position.
 This is what we Hondurans want: to be heard, for them to read our constitution, to read our laws, and to see what happened before June 28, Micheletti said.
The de facto government argues that Zelaya was not removed in a coup, but in a constitutional transfer of power.
Zelaya, a centrist whose politics took a strong turn to the left once in office, was ousted in a June 28 military-backed coup. Despite increasing political, diplomatic and economic isolation, Micheletti has steadfastly resisted pressure to allow Zelaya to return to power and Micheletti thwarted two very public attempts by Zelaya to return to his homeland.
 Yes, we are alone, but we are surviving, Micheletti said. Two months ago, people did n't think we would withstand all this time, but here we are almost three months later. 
Amnesty International issued a statement Wednesday in which the human rights group denounced a sharp rise in police beatings, mass arrests of demonstrators and intimidation of human rights defenders in Honduras since the June coup d'état and warned that fundamental rights and the rule of law in the Central American nation are in grave jeopardy. 
The organization said police fired tear gas Tuesday at a building housing a prominent human rights organization. Around 100 people, including women and children, were inside, Amnesty International said. Many were there to denounce what they said were police abuse while breaking up the demonstration outside the Brazilian Embassy, the rights group said.
 The situation in Honduras can only be described as alarming, said Susan Lee, Americas director at Amnesty International. The attacks against human rights defenders, suspension of news outlets, beating of demonstrators by the police and ever increasing reports of mass arrests indicate that human rights and the rule of law in Honduras are at grave risk. 
It was still not publicly known Wednesday how Zelaya got into the country and he declined to provide details, only telling CNN en Español on Tuesday that it was a 15 - to 16-hour trip he took with the help of Hondurans. 
Journalist Elvin Sandoval contributed to this report for CNN en Español.
",C1
"There was a march through the Boyle Heights neighborhood of Los Angeles. The march was sponsored by a coalition of local organizations and agencies. The purpose of the march was to bring awareness to the violence in the community. Many people have been killed because of gun violence and other crimes.
 
The march began at 9 a.m. on a busy corner. Many parents brought their children to the march. The crowd began to walk down the neighborhood sidewalks. Occasionally the crowd would stop, and an organizer using a bullhorn would tell the story of a person who was killed. After the organizer told the story, there would be a prayer followed by a moment of silence. There were relatives of people who had been killed participating in the march. Some of these relatives would leave lit candles, balloons, or flowers in remembrance of the persons who died. One woman who died was found in the lake of Hollenbeck Park. Police suspect that her boyfriend killed her. She had a baby daughter. Her ex-husband participated in the march and asked that organizers include her in their prayers.
The march continued for 20 blocks, and ended at Wabash Park. While the march was somber, the mood inside the park was more celebratory. Different organizations had booths with information about local programs. There was a craft table for kids to draw picture about the kind of neighborhood they wanted to live in. Different bands played between speakers offering solutions to the neighborhood's problems.
On the same day there was another march at a nearby housing project. In the spring, four houses were firebombed. Police suspect the attacks were racially motivated. Organizers planned to hold the march again next year. They really hoped though that conditions in the neighborhood would improve so they wouldn't have to march, though.",B1
Lois has a headache. The headache started one hour ago. She doesn't know why she has a headache. She never gets headaches. She never gets sick. Lois is a healthy woman. Where did her headache come from? Was it something she ate? Was it something she drank? She doesn't know. She wants her headache to go away. She does not like to take medicine. But her head hurts so much. She went into her bathroom. She opened the medicine cabinet. She found some aspirin. She took two aspirin with a glass of water. Maybe the aspirin will help her headache go away.,A2
"Norma went to bed. It was eleven o'clock. She turned out the light. She lay in bed. It was dark. It was quiet. She couldn't sleep. She closed her eyes. She tried to sleep, but she couldn't. She turned the light back on. She opened her book. She started to read her book. It was a good book. She read one page. Then she read another page. After a while, she felt sleepy. She closed the book. She turned out the light. She closed her eyes. She went straight to sleep.",A1
"Helen is unhappy with her mother. Her mother is unhappy with Helen. They are both unhappy with each other. Helen has a boyfriend. His name is Peter. Her mother doesn't like Peter. Her mother said that Peter is rude. Why did she say that? Because Peter didn't take his hat off in the house. Helen's mother says that is rude. A man should take his hat off in the house. ""Your father always took his hat off in the house,"" Helen's mother said. ""But, Mom, times are different now,"" Helen said. ""I promise you, Peter will take his hat off next time."" Helen's mother said it was too late—rude is rude.",A1
